Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostentr‰ger	Kostenstelle	Steuerschl¸ssel	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT1
833	01600	Kasse	10.05.17	711	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.121	01600	Kasse	10.05.17	378	Auszahlung HypoVereinsbank//Kirchheim/DE 2017-05-09T07:19:30 KFN 1 VJ 2012				01700	300,00			0,00	
1.967	01600	Kasse	10.05.17	1158	Wirtshaus im Oberbr?u Brandes GmbH, Marktplatz 25, 85570 Markt Schwaben				02102		33,50		0,00	
2.328	01600	Kasse	10.05.17	1286	Auszahlung HypoVereinsbank//Kirchheim/DE 2017-05-09T07:19:30 KFN 1 VJ 2012				01700		300,00		0,00	
2.329	01600	Kasse	10.05.17	1287	Auszahlung HypoVereinsbank//Kirchheim/DE 2017-05-09T07:19:30 KFN 1 VJ 2012				01460	300,00			0,00	
851	01600	Kasse	11.05.17	729	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.974	01600	Kasse	11.05.17	1165	Restaurant Poseidon, Rennbahnstr 5, M?nchen				02102		17,90		0,00	
853	01600	Kasse	12.05.17	731	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		18,50		0,00	
1.820	01600	Kasse	12.05.17	1072	DHL Paket(marke) EU 5 kg				06800		2,90		0,00	
1.821	01600	Kasse	12.05.17	1072	<Storno> DHL Paket(marke) EU 5 kg				06800		-2,90		0,00	
1.822	01600	Kasse	12.05.17	1073	DHL Paket(marke) EU 5 kg				06800		17,99		0,00	
1.966	01600	Kasse	12.05.17	1157	Pallini Erdinger Str. 12, 85609 Aschheim				02102		16,30		0,00	
2.491	01600	Kasse	12.05.17	1443	7533 - DHL Paket(marke) EU 5 kg				06800		2,90		0,00	
885	01600	Kasse	15.05.17	763	Kreisverwaltungsreferat, Ruppertstr. 19, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
888	01600	Kasse	15.05.17	1023	St.-Pauls-Viertel , M?nchen				02103		2,00		0,00	
884	01600	Kasse	16.05.17	762	Kreisverwaltungsreferat Muenchen, 80337 M?nchen, Ruppertstr. 19	M-ZO 523 | 7			06673		20,00		0,00	
891	01600	Kasse	16.05.17	1026	Kirchenstr				02103		2,00		0,00	
1.955	01600	Kasse	16.05.17	1146	Cafe Restaurant Pinguin, Max-Weber-Platz 9, M?nchen				02102		23,50		0,00	
2.263	01600	Kasse	16.05.17	1231	Cafe Restaurant Pinguin, Max-Weber-Platz 9, M?nchen				02102	23,50			0,00	
857	01600	Kasse	17.05.17	735	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.117	01600	Kasse	17.05.17	440	GA NR00000592 BLZ70040048 1 17.05/07.02UHR M-PRINZ 17 EUR 300,00 GEB.EUR 0,00				01700	300,00			0,00	
2.337	01600	Kasse	17.05.17	1294	GA NR00000592 BLZ70040048 1 17.05/07.02UHR M-PRINZ 17 EUR 300,00 GEB.EUR 0,00				01700		300,00		0,00	
2.338	01600	Kasse	17.05.17	1295	GA NR00000592 BLZ70040048 1 17.05/07.02UHR M-PRINZ 17 EUR 300,00 GEB.EUR 0,00				01460	300,00			0,00	
862	01600	Kasse	18.05.17	740	Oberl?nderstr. 5b, M?nchen	M-ZO 523 | 7			06673		6,00		0,00	
1.914	01600	Kasse	18.05.17	1105	Ristorant Neptun, Luderitzstr. 1, 81929 MÅnchen				02102		11,00		0,00	
1.964	01600	Kasse	18.05.17	1155	Ristorante Neptun, L?deritz Str. 1, M?nchen				02102		14,50		0,00	
859	01600	Kasse	19.05.17	737	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
860	01600	Kasse	19.05.17	738	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		-5,00		0,00	
1.645	01600	Kasse	19.05.17	738	<Storno> KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		5,00		0,00	
1.646	01600	Kasse	19.05.17	738	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		5,00		0,00	
2.116	01600	Kasse	19.05.17	738	<Storno> KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		-5,00		0,00	
2.117	01600	Kasse	19.05.17	738	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		5,00		0,00	
2.244	01600	Kasse	19.05.17	738	<Storno> KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		-5,00		0,00	
2.245	01600	Kasse	19.05.17	738	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673	5,00			0,00	
813	01600	Kasse	22.05.17	691	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
886	01600	Kasse	22.05.17	1021	Franzosenviertel, M?nchen				02103		3,20		0,00	
858	01600	Kasse	23.05.17	736	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.915	01600	Kasse	23.05.17	1106	Pastello, Ristorante Eiskaffee, Baumkirchner Str. 29, 81673 M?nchen				02102		22,30		0,00	
852	01600	Kasse	24.05.17	730	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.065	01600	Kasse	24.05.17	437	GA NR00000592 BLZ70040048 1 24.05/07.27UHR M-PRINZ 17 EUR 400,00 GEB.EUR 0,00				01700	400,00			0,00	
2.340	01600	Kasse	24.05.17	1297		GA NR00000592 BLZ70040048 1 24.05/07.27UHR M-PRINZ 17 EUR 400,00 GEB.EUR 0,00				01700		400,00		0,00	
2.341	01600	Kasse	24.05.17	1298	GA NR00000592 BLZ70040048 1 24.05/07.27UHR M-PRINZ 17 EUR 400,00 GEB.EUR 0,00				01460	400,00			0,00	
892	01600	Kasse	30.05.17	1028	Kirchenstr, Max-Weber-Platz				02103		2,00		0,00	
894	01600	Kasse	30.05.17	1030	Lindwurmstr 127				02103		2,00		0,00	
1.958	01600	Kasse	30.05.17	1149	Cafe Restaurant Pinguin, Max-Weber-Platz 9, M?nchen				02102		13,40		0,00	
867	01600	Kasse	31.05.17	745	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.961	01600	Kasse	31.05.17	1152	Restaurant, Bon-SAI-Garden, Ostpreussenstr. 15a, 81927 M?nchen				02102		18,45		0,00	
889	01600	Kasse	01.06.17	1024	Klinikum d. Universit? M?chen, Marchionistr. 15				02103		2,00		0,00	
1.836	01600	Kasse	01.06.17	1085	Kara's Espresso Bar Pizerria, Ruppertstr. 19, 80337 M¸nchen				02102		6,80		0,00	
1.911	01600	Kasse	01.06.17	1102	Kara's Espresso Bar Pizerria, Ruppertstr. 19, 80337 MÅnchen				02102		6,80		0,00	
1.973	01600	Kasse	01.06.17	1164	Hans im Gl?ck, Goetheplatz 2, 80331 M?nchen, Restaurant				02102		31,20		0,00	
2.063	01600	Kasse	01.06.17	1102	<Storno> Kara's Espresso Bar Pizerria, Ruppertstr. 19, 80337 MÅnchen				02102		-6,80		0,00	
2.231	01600	Kasse	01.06.17	1208	Oberl‰nder Str. Nord	M-ZO 523 | 7	KVR		06673		6,00		0,00	
2.233	01600	Kasse	01.06.17	1208	<Storno> Oberl‰nder Str. Nord	M-ZO 523 | 7	KVR		06673		-6,00		0,00	
2.234	01600	Kasse	01.06.17	1210	Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.232	01600	Kasse	02.06.17	1209	Oberl‰nder Str. Nord	M-ZO 523 | 7	KVR		06673		6,00		0,00	
2.235	01600	Kasse	02.06.17	1211	Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.236	01600	Kasse	02.06.17	1212	Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.237	01600	Kasse	02.06.17	1211	<Storno> Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		-20,00		0,00	
1.923	01600	Kasse	03.06.17	1114	Felbertauernstra·e, Albin Egger-Stra·e 17, 9900 Lienz, Maut B1/PKW				02105		11,00		0,00	
1.906	01600	Kasse	04.06.17	1097	Camping Adria, Porec, Kastanija 6, 52466 Novigrad				02105		852,25		0,00	
1.907	01600	Kasse	04.06.17	1098	Neapolis, Veliki Trg 4, 52466 Novigrad				02105		14,00		0,00	
1.908	01600	Kasse	04.06.17	1099	Market Kastanja, Kastanija bb, 52466 Novigrad, Laco 2				02105		65,50		0,00	
1.910	01600	Kasse	04.06.17	1101	Neapolis, Kastanija bb, 52466 Novigrad				02105		72,08		0,00	
1.912	01600	Kasse	04.06.17	1103	Binaistra				02105		20,00		0,00	
1.919	01600	Kasse	04.06.17	1110	Potvrda o otkupu				02105		36,04		0,00	
2.077	01600	Kasse	04.06.17	1097	<Storno> Camping Adria, Porec, Kastanija 6, 52466 Novigrad				02105		-852,25		0,00	
2.078	01600	Kasse	04.06.17	1097	Camping Adria, Porec, Kastanija 6, 52466 Novigrad				02105		114,73		0,00	
895	01600	Kasse	05.06.17	1031	Usluga Porec, Mlinsa 1, 52440 Porec				02103		20,00		0,00	
1.918	01600	Kasse	05.06.17	1109	Sirena Porec, 52440 Porec, Trg. Marafor 2, Gradska Kavana, Restaurant, Obala Ma				02105		14,51		0,00	
1.921	01600	Kasse	05.06.17	1112	Dars, Racun, Predor Karavanke				02105		7,20		0,00	
1.922	01600	Kasse	05.06.17	1113	Bina, Nova vas sjever, Maut				02105		1,36		0,00	
2.067	01600	Kasse	05.06.17	1031	<Storno> Usluga Porec, Mlinsa 1, 52440 Porec				02103		-20,00		0,00	
2.068	01600	Kasse	05.06.17	1031	Usluga Porec, Mlinsa 1, 52440 Porec				02105		2,69		0,00	
2.250	01600	Kasse	06.06.17	1220	Oberl‰nder Str Nord	M-ZO 523 | 7	KVR		06673		6,00		0,00	
2.230	01600	Kasse	07.06.17	1207	Oberl‰nder Str. Nord	M-ZO 523 | 7	KVR		06673		6,00		0,00	
2.238	01600	Kasse	07.06.17	1213	Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		16,50		0,00	
1.268	01600	Kasse	08.06.17	430	GA NR00000592 BLZ70040048 1 08.06/07.23UHR M-PRINZ 17 EUR 500,00 GEB.EUR 0,00				01700	500,00			0,00	
1.917	01600	Kasse	08.06.17	1108	Asfinag, Rotenturmstr. 5-9, 1010 Wien, Mautstelle Mautstelle Michael Hof 55, 55				02105		12,00		0,00	
2.228	01600	Kasse	08.06.17	1205	Alramstr 9	M-ZO 523 | 7	KVR		06673		6,00		0,00	
2.229	01600	Kasse	08.06.17	1206	Alramstr 9	M-ZO 523 | 7	KVR		06673		4,20		0,00	
2.283	01600	Kasse	08.06.17	1245	GA NR00000592 BLZ70040048 1 08.06/07.23UHR M-PRINZ 17 EUR 500,00 GEB.EUR 0,00				01700		500,00		0,00	
2.284	01600	Kasse	08.06.17	1246	GA NR00000592 BLZ70040048 1 08.06/07.23UHR M-PRINZ 17 EUR 500,00 GEB.EUR 0,00				01460	500,00			0,00	
2.239	01600	Kasse	09.06.17	1214	Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.241	01600	Kasse	12.06.17	1216	Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
901	01600	Kasse	13.06.17	1039	Kirchenstra?, Max-Weber-Platz, M?nchen				02103		2,00		0,00	
1.929	01600	Kasse	13.06.17	1120	Alex, Europaallee ,Frankfurt				02102		13,10		0,00	
1.962	01600	Kasse	13.06.17	1153	Restaurant Pinguin, Max-Weber-Platz 9, 81675 M?nchen				02102		37,30		0,00	
2.240	01600	Kasse	13.06.17	1215	Kreisverwaltungsreferat (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
1.811	01600	Kasse	14.06.17	1064	Textilreinigung Leitner, Rudolf Krumscheidt GbR, Lindwurmstr. 14, 80337 München,	Textilreinigung			06300		82,20		0,00	
1.965	01600	Kasse	14.06.17	1156	Flugwerk Feldkirchen, Sonnenstraıe 2, 85622 Feldkirchen				02102		10,30		0,00	
2.217	01600	Kasse	14.06.17	1198	Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.218	01600	Kasse	16.06.17	1199	Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.220	01600	Kasse	16.06.17	1199	<Storno> Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		-20,00		0,00	
2.222	01600	Kasse	16.06.17	1200	Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.223	01600	Kasse	16.06.17	1200	<Storno> Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		-20,00		0,00	
2.224	01600	Kasse	16.06.17	1201	Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		20,00		0,00	
1.920	01600	Kasse	19.06.17	1111	Mexikanisches Restaurant, Gleimstra·e 10, 10437 Berlin				02105		7,20		0,00	
2.211	01600	Kasse	19.06.17	1193	Parkplatz Gleimstraﬂe				06673		8,40		0,00	
2.212	01600	Kasse	20.06.17	1194	Parkplatz Gleimstraﬂe				06673		6,00		0,00	
1.913	01600	Kasse	21.06.17	1104	Cafe Meta Restaurant & Cafe, Am Falkeplatz 1, 10437 Berlin				02102		6,70		0,00	
2.343	01600	Kasse	21.06.17	1300		Cafe Meta Restaurant , Am Falkeplatz 1, 10437 Berlin				02102	6,70			0,00	
2.344	01600	Kasse	21.06.17	1301		Cafe Meta Restaurant , Am Falkeplatz 1, 10437 Berlin				06642		6,70		0,00	
883	01600	Kasse	22.06.17	761	Parkhaus Checkpoint Charlie, Berlin	M-ZO 523 | 7			06673		14,00		0,00	
2.214	01600	Kasse	22.06.17	1196	Oberl‰nder Straﬂe Nord				02103		10,00		0,00	
2.215	01600	Kasse	22.06.17	1196	<Storno> Oberl‰nder Straﬂe Nord				02103		-10,00		0,00	
2.216	01600	Kasse	22.06.17	1197	Unter den Linden Berlin				02103		10,00		0,00	
2.225	01600	Kasse	26.06.17	1202	Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		16,50		0,00	
1.963	01600	Kasse	27.06.17	1154	Il Veliero, Aschheim, Erdinger STr. 13				02102		28,60		0,00	
2.213	01600	Kasse	27.06.17	1195	Oberl‰nder Straﬂe Nord	M-ZO 523 | 7	KVR		06673		6,00		0,00	
2.226	01600	Kasse	28.06.17	1203	Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		16,50		0,00	
2.251	01600	Kasse	28.06.17	1221	KVR				06673		3,50		0,00	
2.227	01600	Kasse	29.06.17	1204	Kreisverwaltungsreferat München (KVR)	M-ZO 523 | 7	KVR		06673		16,50		0,00	
1.960	01600	Kasse	30.06.17	1151	Hans im Gl?ck, Isartorplatz 8, 80331 M?nchen, Restaurant				02102		22,60		0,00	
2.252	01600	Kasse	30.06.17	1222	KVR	M-ZO 523 | 7	KVR		06673		20,00		0,00	
1.909	01600	Kasse	01.07.17	1100	Allguth Tankstelle, Poscharnig Gerald, Dieselstra·e 100, 85774 Unterfîhring	M-ZO 523			06530		17,58		0,00	
1.916	01600	Kasse	01.07.17	1107	Top Hair Aschheim Fachmarktzentrum, Uhlandstr. 36, 85609 Aschheim				02100		16,60		0,00	
1.927	01600	Kasse	01.07.17	1118	Aldi SÅd, Ludwig Thoma Str. 2, 85609 Aschheim				02100		5,23		0,00	
2.113	01600	Kasse	01.07.17	1100	<Storno> Allguth Tankstelle, Poscharnig Gerald, Dieselstra·e 100, 85774 Unterfîh	M-ZO 523			06530		-17,58		0,00	
864	01600	Kasse	03.07.17	742	Contipark Parkgaragengesellschaft, Parkhaus Hauptbahnhof, Bahnhofsplatz 2, 8033	M-ZO 523 | 7			06673		37,00		0,00	
902	01600	Kasse	03.07.17	1040	Oberl?nderstr. Nord, M?nchen				02103		5,80		0,00	
2.065	01600	Kasse	03.07.17	1040	<Storno> Oberl?nderstr. Nord, M?nchen				02103		-5,80		0,00	
2.066	01600	Kasse	03.07.17	1040	Oberl?nderstr. Nord, M?nchen	M-ZO 523	KVR		06530		5,80		0,00	
2.109	01600	Kasse	03.07.17	1040	<Storno> Oberl?nderstr. Nord, M?nchen	M-ZO 523	KVR		06530		-5,80		0,00	
2.110	01600	Kasse	03.07.17	1040	Oberl?nderstr. Nord, M?nchen	M-ZO 523	KVR		06673		5,80		0,00	
1.125	01600	Kasse	04.07.17	300	GA NR00000305 BLZ50040000 1 04.07/14.36UHR FFM-KAI 68 EUR 300,00 GEB.EUR 0,00				01700	300,00			0,00	
1.825	01600	Kasse	04.07.17	1076	Tageskarte Erwachsene - RMV	RMV	÷PNV		06673		7,20		0,00	
1.972	01600	Kasse	04.07.17	1163	Restaurant Bar Lounge Embassy, Zimmerweg 1, 60325 Frankfurt				02102		14,10		0,00	
2.345	01600	Kasse	04.07.17	1302	GA NR00000305 BLZ50040000 1 04.07/14.36UHR FFM-KAI 68 EUR 300,00 GEB.EUR 0,00				01700		300,00		0,00	
2.346	01600	Kasse	04.07.17	1303	GA NR00000305 BLZ50040000 1 04.07/14.36UHR FFM-KAI 68 EUR 300,00 GEB.EUR 0,00				01460	300,00			0,00	
869	01600	Kasse	05.07.17	747	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		18,50		0,00	
1.805	01600	Kasse	05.07.17	1059	Textilreinigung Leitner, Rudolf Krumscheidt GbR, Lindwurmstr. 14, 80337 M¸nchen,	Textilreinigung			06300		61,00		0,00	
1.806	01600	Kasse	05.07.17	1059	<Storno> Textilreinigung Leitner, Rudolf Krumscheidt GbR, Lindwurmstr. 14, 80337	Textilreinigung			06300		-61,00		0,00	
1.807	01600	Kasse	05.07.17	1060	Textilreinigung Leitner, Rudolf Krumscheidt GbR, Lindwurmstr. 14, 80337 M¸nchen,	Textilreinigung			06300		54,80		0,00	
1.808	01600	Kasse	05.07.17	1061	Textilreinigung Leitner, Rudolf Krumscheidt GbR, Lindwurmstr. 14, 80337 München,	Textilreinigung			06300		43,50		0,00	
2.485	01600	Kasse	05.07.17	1439	Textilreinigung Leitner				06300	54,80			0,00	
868	01600	Kasse	06.07.17	746	Oberl?nder Str. Nord, M?nchen	M-ZO 523 | 7			06673		6,00		0,00	
897	01600	Kasse	06.07.17	1033	Apcoa Parking, Parkgarage Hofbr?keller,81667 M?chen				02103		12,00		0,00	
1.940	01600	Kasse	06.07.17	1131	Cafe Restaurant Pinguin, Max-Weber-Platz 9, M?nchen				02102		15,80		0,00	
1.941	01600	Kasse	06.07.17	1132	Cafe Restaurant Pinguin, Max-Weber-Platz 9, M?nchen				02102		18,70		0,00	
2.064	01600	Kasse	06.07.17	1131	<Storno> Cafe Restaurant Pinguin, Max-Weber-Platz 9, M?nchen				02102		-15,80		0,00	
2.478	01600	Kasse	06.07.17	1432	623 - Apcoa Parking, Parkgarage Hofbr?keller,81667 M?chen				02103	12,00			0,00	
2.479	01600	Kasse	06.07.17	1433	623 - Apcoa Parking, Parkgarage Hofbr?keller,81667 M?chen	M-ZO 523			06673		12,00		0,00	
870	01600	Kasse	07.07.17	748	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
890	01600	Kasse	07.07.17	1025	Innenstadtklinik, Goethestr. Gg. 74				02103		1,00		0,00	
1.924	01600	Kasse	08.07.17	1115	Finsinger Alm, Birgit Siebert, Almweg 38, 85464 Finsing				02102		24,00		0,00	
2.467	01600	Kasse	08.07.17	1422	Kartenzahlung FINSINGER ALM//Finsing/DE 2017-07-08T21:27:03 KFN 1 VJ 2012				02102	24,00			0,00	
1.270	01600	Kasse	10.07.17	296	GA NR00000592 BLZ70040048 1 10.07/07.16UHR M-PRINZ 17 EUR 400,00 GEB.EUR 0,00				01700	400,00			0,00	
2.205	01600	Kasse	10.07.17	1188	Kreisverwaltungsreferat München	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.206	01600	Kasse	10.07.17	1189	Kreisverwaltungsreferat München	M-ZO 523 | 7	KVR		06673		20,00		0,00	
2.207	01600	Kasse	10.07.17	1189	<Storno> Kreisverwaltungsreferat München	M-ZO 523 | 7	KVR		06673		-20,00		0,00	
2.358	01600	Kasse	10.07.17	1315	GA NR00000592 BLZ70040048 1 10.07/07.16UHR M-PRINZ 17 EUR 400,00 GEB.EUR 0,00				01700		400,00		0,00	
2.359	01600	Kasse	10.07.17	1316	GA NR00000592 BLZ70040048 1 10.07/07.16UHR M-PRINZ 17 EUR 400,00 GEB.EUR 0,00				01460	400,00			0,00	
871	01600	Kasse	11.07.17	749	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.926	01600	Kasse	11.07.17	1117	Restaurant Poseidon				02102		20,65		0,00	
875	01600	Kasse	12.07.17	753	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
873	01600	Kasse	13.07.17	751	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.969	01600	Kasse	13.07.17	1160	Ristorant Neptun				02102		8,70		0,00	
881	01600	Kasse	14.07.17	759	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
877	01600	Kasse	17.07.17	755	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
872	01600	Kasse	18.07.17	750	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
866	01600	Kasse	19.07.17	744	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.817	01600	Kasse	19.07.17	1069	Textilreinigung Leitner, Rudolf Krumscheidt GbR, Lindwurmstr. 14, 80337 München,	Textilreinigung			06300		27,40		0,00	
1.971	01600	Kasse	19.07.17	1162	Al Borgo Holzofen Pizzeria, Dorfplatz 6, 85569 Parsdorf				02102		31,00		0,00	
882	01600	Kasse	20.07.17	760	Oberl?nderstr. Nord, M?nchen	M-ZO 523 | 7			06673		5,20		0,00	
896	01600	Kasse	20.07.17	1032	Apcoa Parking, Parkgarage Hofbr?keller,81667 M?chen				02103		6,00		0,00	
1.957	01600	Kasse	20.07.17	1148	Cafe Restaurant Pinguin, Max-Weber-Platz 9, M?nchen				02102		7,50		0,00	
874	01600	Kasse	21.07.17	752	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.905	01600	Kasse	22.07.17	1096	Dahem's Handwerker, Walid Dahem Alsaadi, Landsbergerstr. 503a, 81241 MÅnchen, S				02100		142,56		0,00	
2.013	01600	Kasse	22.07.17	1096	<Storno> Dahem's Handwerker, Walid Dahem Alsaadi, Landsbergerstr. 503a, 81241 MÅ				02100		-142,56		0,00	
2.014	01600	Kasse	22.07.17	1096	Dahem's Handwerker, Walid Dahem Alsaadi, Landsbergerstr. 503a, 81241 MÅnchen, S				02104		142,56		0,00	
876	01600	Kasse	24.07.17	754	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
878	01600	Kasse	25.07.17	756	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
1.272	01600	Kasse	25.07.17	371	GA NR00000592 BLZ70040048 1 25.07/07.12UHR M-PRINZ 17 EUR 500,00 GEB.EUR 0,00				01700	500,00			0,00	
1.273	01600	Kasse	25.07.17	1044	GA NR00000592 BLZ70040048 1 25.07/07.12UHR M-PRINZ 17 EUR 500,00 GEB.EUR 0,00				01700	500,00			0,00	
1.832	01600	Kasse	25.07.17	1081	Single Tageskarte Außenraum - MVV	MVV	÷PNV		06673		6,60		0,00	
1.833	01600	Kasse	25.07.17	1082	Hotel Bockshaut - Fr¸hst¸ck	SAP Lehrgang			06673		12,00		0,00	
1.846	01600	Kasse	25.07.17	1044	<Storno> GA NR00000592 BLZ70040048 1 25.07/07.12UHR M-PRINZ 17 EUR 500,00 GEB.EU				01700	-500,00			0,00	
2.120	01600	Kasse	25.07.17	1082	<Storno> Hotel Bockshaut - Fr¸hst¸ck	SAP Lehrgang			06673		-12,00		0,00	
2.121	01600	Kasse	25.07.17	1082	Hotel Bockshaut - Parken	SAP Lehrgang			06673		12,00		0,00	
2.122	01600	Kasse	25.07.17	1082	<Storno> Hotel Bockshaut - Parken	SAP Lehrgang			06673		-12,00		0,00	
2.123	01600	Kasse	25.07.17	1082	Hotel Bockshaut - Parken	M-ZO 523 | 7	SAP Lehrgang		06673		12,00		0,00	
2.124	01600	Kasse	25.07.17	1082	<Storno> Hotel Bockshaut - Parken	M-ZO 523 | 7	SAP Lehrgang		06673		-12,00		0,00	
2.125	01600	Kasse	25.07.17	1082	Hotel Bockshaut - Parken	M-ZO 523 | 7	SAP Lehrgang		06673		12,00		0,00	
2.209	01600	Kasse	25.07.17	1191	Berlin AB, 4-Fahrten-Karte		BI-Lehrgang		06673		9,00		0,00	
2.210	01600	Kasse	25.07.17	1192	Berlin AB, 4-Fahrten-Karte		BI-Lehrgang		06673		9,00		0,00	
2.286	01600	Kasse	25.07.17	1248	GA NR00000592 BLZ70040048 1 25.07/07.12UHR M-PRINZ 17 EUR 500,00 GEB.EUR 0,00				01700		500,00		0,00	
2.287	01600	Kasse	25.07.17	1249	GA NR00000592 BLZ70040048 1 25.07/07.12UHR M-PRINZ 17 EUR 500,00 GEB.EUR 0,00				01460	500,00			0,00	
879	01600	Kasse	26.07.17	757	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
880	01600	Kasse	27.07.17	758	KVR M?nchen, 80337 M?nchen	M-ZO 523 | 7			06673		20,00		0,00	
814	01600	Kasse	28.07.17	692	Parkhaus Betriebs GmbH Konrad Adenauer-Str. 15, 60313 Frankfurt am Main	M-ZO 523 | 7			06673		3,00		0,00	
820	01600	Kasse	28.07.17	698	Parkhaus Konrad-Adenauer-Str. 15, 60313 Frankfurt am Main	M-ZO 523 | 7			06673		4,00		0,00	
2.190	01600	Kasse	28.07.17	1179	Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt				06673		10,40		0,00	
2.191	01600	Kasse	28.07.17	1180	Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt				06673		5,40		0,00	
2.192	01600	Kasse	28.07.17	1181	Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt	M-ZO 523 | 7			06673		5,40		0,00	
2.193	01600	Kasse	28.07.17	1182	Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt	M-ZO 523 | 7	SAP Lehrgang		06673		10,40		0,00	
2.194	01600	Kasse	28.07.17	1183	Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt	M-ZO 523 | 7	SAP Lehrgang		06673		5,40		0,00	
2.195	01600	Kasse	28.07.17	1179	<Storno> Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt				06673		-10,40		0,00	
2.196	01600	Kasse	28.07.17	1180	<Storno> Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt				06673		-5,40		0,00	
2.197	01600	Kasse	28.07.17	1181	<Storno> Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt	M-ZO 523 | 7			06673		-5,40		0,00	
2.208	01600	Kasse	28.07.17	1190	Hotel Bockshaut, Business Package		SAP Lehrgang		06673		12,00		0,00	
2.348	01600	Kasse	28.07.17	1305	Justus Liebig Garage, Holzstrasse 4, 64283 Darmstadt	M-ZO 523			06673	5,40			0,00	
