Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostentr‰ger	Kostenstelle	Steuerschl¸ssel	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT1
1.011	01460	Geldtransit	14.01.19	678	OLB Auszahlung COMMERZBANK				01700	300,00			0,00	
1.053	01460	Geldtransit	25.01.19	706	OLB Verschiedenes				01700	500,00			0,00	
1.514	01460	Geldtransit	24.03.19	1031	272 - KARTE EINZAHLUNG 1 EINZAHLAUTOMAT NR.3803 EINZAHLUNG 24.03.2019 18.29 2003				01600	150,00			0,00	
1.513	01460	Geldtransit	25.03.19	1030	272 - KARTE EINZAHLUNG 1 EINZAHLAUTOMAT NR.3803 EINZAHLUNG 24.03.2019 18.29 2003				01700		150,00		0,00	
1.067	01460	Geldtransit	26.03.19	718	Referenz 00003803622103240319182702Mandat 472863Einreicher-ID DE3813500000020140				01730	300,00			0,00	
1.068	01460	Geldtransit	26.03.19	719	Referenz 00003803622103240319182702Mandat 472863Einreicher-ID DE3813500000020140				01600		300,00		0,00	
1.051	01460	Geldtransit	29.03.19	705	Referenz CCB.87.UE.374157Verschiedenes				01730		500,00		0,00	
1.073	01460	Geldtransit	05.04.19	724	Privat Girokonto				01730	3.000,00			0,00	
1.077	01460	Geldtransit	05.04.19	728	Referenz 69188528026398040419094223Mandat 272953Einreicher-ID DE42ZZZ00000049847				01730	2,40			0,00	
1.484	01460	Geldtransit	05.04.19	728	<Storno> Referenz 69188528026398040419094223Mandat 272953Einreicher-ID DE42ZZZ00				01730	-2,40			0,00	
1.083	01460	Geldtransit	08.04.19	734	privat				01730	1.000,00			0,00	
1.342	01460	Geldtransit	11.04.19	739	Referenz 00202168003685100419163727Mandat 375797Einreicher-ID DE3813500000020140				01730	100,00			0,00	
1.103	01460	Geldtransit	23.04.19	753	privat				01730	500,00			0,00	
1.189	01460	Geldtransit	09.05.19	823	privat				01730	900,00			0,00	
1.184	01460	Geldtransit	10.05.19	818	ANNE RICHTER privat End-to-End-Ref.: ZV0100267222709300000002 Kundenreferenz: NS				01700		900,00		0,00	
1.262	01460	Geldtransit	29.05.19	875	PGA 56000108 KRT0000/12.2329.05 18.16 TA-NR. 00263580993 Muenchen Hanauer Str. 6				01730	200,00			0,00	
1.263	01460	Geldtransit	29.05.19	876	PGA 56000108 KRT0000/12.2329.05 18.16 TA-NR. 00263580993 Muenchen Hanauer Str. 6				01600		200,00		0,00	
1.338	01460	Geldtransit	03.06.19	922	privat				01730	100,00			0,00	
1.335	01460	Geldtransit	04.06.19	919	ANNE RICHTER privat End-to-End-Ref.: ZV0100268417170700000002 Kundenreferenz: NS				01700	100,00			0,00	
1.339	01460	Geldtransit	04.06.19	919	<Storno> ANNE RICHTER privat End-to-End-Ref.: ZV0100268417170700000002 Kundenref				01700	-100,00			0,00	
1.340	01460	Geldtransit	04.06.19	919	ANNE RICHTER privat End-to-End-Ref.: ZV0100268417170700000002 Kundenreferenz: NS				01700		100,00		0,00	
1.337	01460	Geldtransit	12.07.19	921	Referenz 00202168002096120719050150Mandat 126077Einreicher-ID DE3813500000020140				01600		100,00		0,00	
1.150	01460	Geldtransit	15.07.19	788	privat				01730	2.100,00			0,00	
1.336	01460	Geldtransit	15.07.19	920	Referenz 00202168002096120719050150Mandat 126077Einreicher-ID DE3813500000020140				01730	100,00			0,00	
1.538	01460	Geldtransit	15.07.19	1049	1841 - Auszahlung RABO//WATERLAND EN/NL/1 2019-07-15T09:38:34 KFN 1 VJ 2012 Entg				div.		155,98		0,00	
1.270	01460	Geldtransit	17.07.19	883	Auszahlung ENNL0022//Volendam/NL/1 2019-07-17T11:02:25 KFN 1 VJ 2012 Entgelt 5,9				div.		229,93		0,00	
1.537	01460	Geldtransit	17.07.19	1048	1841 - Auszahlung RABO//WATERLAND EN/NL/1 2019-07-15T09:38:34 KFN 1 VJ 2012 Entg				01700	155,98			0,00	
1.269	01460	Geldtransit	19.07.19	882	Auszahlung ENNL0022//Volendam/NL/1 2019-07-17T11:02:25 KFN 1 VJ 2012 Entgelt 5,9				01700	229,93			0,00	
1.174	01460	Geldtransit	05.08.19	808	RABO//WATERLAND EN/NL/1 2019-08-02T 17:51:58 Folgenr.000 Verfalld.2022- 12				01740	100,00			0,00	
1.343	01460	Geldtransit	08.08.19	923	GA NR00004263 BLZ70040048 1 08.08/19.24UHR MUENCHE 42 EUR 100,00 GEB.EUR 0,00				01600		100,00		0,00	
1.198	01460	Geldtransit	20.08.19	828	OLB privat				01700		150,00		0,00	
1.223	01460	Geldtransit	21.08.19	851	privat				01730	50,00			0,00	
1.345	01460	Geldtransit	26.08.19	924	OLB S-5106/DE52500105175428542179privat				01730	100,00			0,00	
1.347	01460	Geldtransit	27.08.19	925	OLB privat				01740		100,00		0,00	
1.292	01460	Geldtransit	02.09.19	889	OLB S-2303/DE52500105175428542179privat				01730	300,00			0,00	
1.294	01460	Geldtransit	03.09.19	891	OLB privat				01740		300,00		0,00	
996	01460	Geldtransit	04.09.19	386	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.03T12.43.41 Folgenr.000 Verf				01740	104,99			0,00	
997	01460	Geldtransit	04.09.19	386	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.03T12.43.41 Folgenr.000 V				01740	-104,99			0,00	
998	01460	Geldtransit	04.09.19	672	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.03T12.43.41 Folgenr.000 Verf				01740	104,99			0,00	
1.195	01460	Geldtransit	09.09.19	827	OLB S-3649/DE52500105175428542179privat				01730	150,00			0,00	
1.193	01460	Geldtransit	10.09.19	826	OLB privat				01740		150,00		0,00	
1.000	01460	Geldtransit	18.09.19	673	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.17T12.40.36 Folgenr.000 Verf				01740	104,99			0,00	
1.399	01460	Geldtransit	23.09.19	962	OLB S-0745/DE52500105175428542179privat				01730	40,00			0,00	
1.400	01460	Geldtransit	23.09.19	963	privat				01600		40,00		0,00	
1.310	01460	Geldtransit	25.09.19	899	OLB S-3117/DE52500105175428542179				01730	250,00			0,00	
1.385	01460	Geldtransit	25.09.19	954	OLB KONTOUEBERTRAG				01700		90,00		0,00	
1.386	01460	Geldtransit	25.09.19	955	OLB_KONTOUEBERTRAG				01720	90,00			0,00	
1.002	01460	Geldtransit	26.09.19	674	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.25T13.39.29 Folgenr.000 Verf				01740	54,99			0,00	
1.311	01460	Geldtransit	26.09.19	900	OLB				01740		250,00		0,00	
1.191	01460	Geldtransit	30.09.19	825	GA 7120/Lange Reihe 87/Hamburg/DE 2 019-09-30T12:49:37 Folgenr.000 Verf alld.202				div.		104,99		0,00	
1.005	01460	Geldtransit	01.10.19	675	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 Verf				01740	104,99			0,00	
1.466	01460	Geldtransit	02.10.19	1007	OLB privat				01700	600,00			0,00	
1.467	01460	Geldtransit	02.10.19	1008	OLB privat				01740		600,00		0,00	
1.287	01460	Geldtransit	14.10.19	888	OLB GA NR00003959 BLZ20040000 1 11.10/21.06UHR HH-MITT 82EUR 100,00 GEB.EU				01700	100,00			0,00	
1.276	01460	Geldtransit	24.10.19	885	Auszahlung mit Kundenentgelt - StrandPauli/Hafenstrasse 89/Hamburg 2019-10-24T18				div.		104,99		0,00	
1.014	01460	Geldtransit	25.10.19	679	OLB Auszahlung mit				01700	104,99			0,00	
1.015	01460	Geldtransit	25.10.19	680	OLB Auszahlung mit Kundenentgelt - StrandPauli/Hafenstrasse 89/Hamburg2019				01700	104,99			0,00	
1.275	01460	Geldtransit	25.10.19	679	<Storno> OLB Auszahlung mit				01700	-104,99			0,00	
1.126	01460	Geldtransit	12.11.19	765	OLB S-0226/DE52500105175428542179privat				01730	1.000,00			0,00	
1.285	01460	Geldtransit	12.11.19	887	Auszahlung Commerzbank 00201828/Lange Reihe/Ha 2019-11-12T12:07:40 KFN 1 VJ 2012				01600		100,00		0,00	
1.007	01460	Geldtransit	13.11.19	676	OLB Auszahlung Commerzbank00201828/Lange Reihe/Ha2019-11-12T12:07:40 KFN 1				01700	100,00			0,00	
1.017	01460	Geldtransit	13.11.19	681	OLB Auszahlung Commerzbank				01700	100,00			0,00	
1.128	01460	Geldtransit	13.11.19	767	OLB privat				01740		1.000,00		0,00	
1.282	01460	Geldtransit	13.11.19	681	<Storno> OLB Auszahlung Commerzbank				01700	-100,00			0,00	
1.264	01460	Geldtransit	20.11.19	877	HypoVereinsbank//Kirchheim/DE 2019- 11-20T22:48:55 Folgenr.000 Verfalld .2022-12				div.		105,95		0,00	
1.009	01460	Geldtransit	22.11.19	677	OLB HypoVereinsbank//Kirchheim/DE 2019.11.20T22.48.55 Folgenr.000 Verfalld				01740	105,95			0,00	
1.154	01460	Geldtransit	30.11.19	791	Auszahlung HypoVereinsbank//Dachau/DE 2019-11-30T19:52:47 KFN 1 VJ 2012				01600		100,00		0,00	
1.260	01460	Geldtransit	02.12.19	873	OLB S-3343/DE52500105175428542179privat				01730	200,00			0,00	
1.019	01460	Geldtransit	03.12.19	682	OLB Auszahlung HypoVereinsbank//Dachau/DE 2019-11-30T19:52:47 KFN 1 VJ 201				01700	100,00			0,00	
1.261	01460	Geldtransit	03.12.19	874	OLB privat				01740		200,00		0,00	
1.021	01460	Geldtransit	04.12.19	683	OLB Auszahlung Commerzbank00202207/Max Weber Plat2019-12-03T12:50:11 KFN1				01700	100,00			0,00	
1.023	01460	Geldtransit	09.12.19	684	OLB Auszahlung Commerzbank00201730/Bahnhofplatz 12019-12-07T12:32:32 KFN 1				01700	200,00			0,00	
1.268	01460	Geldtransit	09.12.19	881	Auszahlung Commerzbank 00201730/Bahnhofplatz 1 2019-12-07T12:32:32 KFN 1 VJ 2012				01600		200,00		0,00	
1.130	01460	Geldtransit	13.12.19	769	Auszahlung Commerzbank 00202168/Groﬂe Bleichen 2019-12-13T14:15:34 KFN 1 VJ 201				01600		100,00		0,00	
1.025	01460	Geldtransit	16.12.19	685	OLB Auszahlung Commerzbank00202168/Grose Bleichen2019-12-13T14:15:34 KFN 1				01700	100,00			0,00	
1.133	01460	Geldtransit	21.12.19	771	Auszahlung Commerzbank 00202168/Groﬂe Bleichen 2019-12-13T14:15:34 KFN 1 VJ 201				01600		100,00		0,00	
1.127	01460	Geldtransit	23.12.19	766	OLB S-1233/DE52500105175428542179privat				01730	1.000,00			0,00	
1.132	01460	Geldtransit	23.12.19	770	OLB GA NR00004263 BLZ70040048 1 21.12/21.11UHR MUENCHE 42EUR 100,00 GEB.EU				01700	100,00			0,00	
1.129	01460	Geldtransit	24.12.19	768	OLB privat				01740		1.000,00		0,00	
984	01600	Kasse	01.01.19	662	Vortragsaktualisierung				09000	1.888,66			0,00	
1.379	01600	Kasse	01.01.19	950	Vortragsaktualisierung				09000		140,98		0,00	
1.438	01600	Kasse	02.01.19	990	430 - Parkgarage Hofbr‰ukeller M¸nchen	M-R 7408			06673		15,00		0,00	
18	01600	Kasse	03.01.19	9	EdekaTarman				02100		3,99		0,00	
19	01600	Kasse	03.01.19	10	Rewe, Jedovnicestr. 10, 85609 Aschheim				02102		0,99		0,00	
20	01600	Kasse	03.01.19	11	Max Rischarts Backhaus KG, Cafe OEZ, Hanauer Str. 69, 80993 MÅnchen				02102		12,85		0,00	
22	01600	Kasse	03.01.19	13	Aldi SÅd, Ludwig-Thoma-Str. 2, 85609 Aschheim				02100		2,09		0,00	
1.443	01600	Kasse	03.01.19	995	451 - Olympia Einkaufszentrum, Hanauer Str.	M-R 7408			06673		5,00		0,00	
21	01600	Kasse	04.01.19	12	Lisboa Bar, Breisacher Str. 22, 81667 MÅnchen				02102		35,70		0,00	
1.442	01600	Kasse	04.01.19	994	449 - Kirchenstr. M¸nchen	M-R 7408			06673		2,50		0,00	
1.431	01600	Kasse	06.01.19	985	410 - Apcoa Parking	M-R 7408			06673		9,00		0,00	
23	01600	Kasse	07.01.19	14	Cafe Wiener Platz, Innere Wiener Str. 48, 81667 MÅnchen				02102		24,10		0,00	
24	01600	Kasse	10.01.19	15	Lidl Alsterkrugchaussee 309, 22297 Hamburg				02100		6,07		0,00	
25	01600	Kasse	12.01.19	16	Cafe Westwind, Spadenteich 1, 20099 Hamburg				02102		8,90		0,00	
26	01600	Kasse	13.01.19	17	Saigon Caphe, De Rujierkade 44a, 1012 AA Amsterdam				02102		22,00		0,00	
1.501	01600	Kasse	13.01.19	1024	S26 - Saigon Caphe, De Rujierkade 44a, 1012 AA Amsterdam				02102	22,00			0,00	
192	01600	Kasse	14.01.19	163	OLB Auszahlung COMMERZBANK				01700	300,00			0,00	
1.010	01600	Kasse	14.01.19	163	<Storno> OLB Auszahlung COMMERZBANK				01700	-300,00			0,00	
1.481	01600	Kasse	17.01.19	1015	439 - BVG Rathaus Schˆneberg, Berlin	Berlin Schˆneberg			06673		5,60		0,00	
1.433	01600	Kasse	18.01.19	987	420 - 	Parkplatz Ystader Str. 16				06673		5,00		0,00	
1.432	01600	Kasse	19.01.19	986	419 - Parkplatz Ystader Str. 16				06673		1,00		0,00	
1.428	01600	Kasse	21.01.19	982	395 - Parkgarage Hudtwalckerstrasse	Dermalog			06673		1,50		0,00	
1.420	01600	Kasse	22.01.19	974	399 - Einzelkarte HVV, Hamburg AB oder 2 Ringe, 2.Kl.	Dermalog			06673		3,30		0,00	
1.479	01600	Kasse	22.01.19	1013	403 - Nahverkehr, Hamburg				06673		2,30		0,00	
1.422	01600	Kasse	23.01.19	976	408 - Einzelkarte HVV, Nahbereich, 2.Kl.	Dermalog			06673		2,30		0,00	
1.423	01600	Kasse	23.01.19	977	409 - Einzelkarte HVV, Nahbereich, 2.Kl.	Dermalog			06673		2,30		0,00	
1.439	01600	Kasse	25.01.19	991	431 - Parkgarage Hofbr‰ukeller M¸nchen	M-R 7408			06673		24,00		0,00	
1.430	01600	Kasse	01.02.19	984	9-Uhr Tageskarte, HVV, Hamburg AB oder 2 Ringe, 2. Kl	Dermalog			06673		6,50		0,00	
1.444	01600	Kasse	03.02.19	996	448 - Piet Hein, Amsterdam	M-R 7408			06673		40,50		0,00	
1.446	01600	Kasse	06.02.19	998	432 - Pollux Skyline Plaza, Frankfurt	M-R 7408			06673		1,50		0,00	
1.447	01600	Kasse	06.02.19	999	433 - Pollux Frankfurt, Skyline Plaza	M-R 7408			06673		3,50		0,00	
1.353	01600	Kasse	09.02.19	929	Apcoa PH Augsburger/Passauer Berlin	M-R 7408			06673		10,00		0,00	
1.480	01600	Kasse	15.02.19	1014	433 - Pollux, Skyline Plaza, Frankfurt	Mann + Hummel GmbH			06673		3,50		0,00	
1.474	01600	Kasse	20.02.19	1010	275  - Juan Tapas Bar, Frankfurt	Mann + Hummel GmbH			06642		13,70		0,00	
1.515	01600	Kasse	20.02.19	1010	<Storno> 275  - Juan Tapas Bar, Frankfurt	Mann + Hummel GmbH			06642		-13,70		0,00	
1.516	01600	Kasse	20.02.19	1010	275  - Juan Tapas Bar, Frankfurt	Mann + Hummel GmbH			06642		13,70		0,00	
1.478	01600	Kasse	23.02.19	1012	277 - Cafe Engelchen, Berlin	Berlin Schˆneberg			06642		5,80		0,00	
1.502	01600	Kasse	23.02.19	1012	<Storno> 277 - Cafe Engelchen, Berlin	Berlin Schˆneberg			06642		-5,80		0,00	
1.503	01600	Kasse	23.02.19	1012	277 - Cafe Engelchen, Berlin	Berlin Schˆneberg			06642		5,80		0,00	
1.504	01600	Kasse	23.02.19	1025	112 - Cafe Engelchen , Berlin	Berlin Schˆneberg			06642		6,70		0,00	
1.440	01600	Kasse	25.02.19	992	436 - Kiss/TG Arnulfstr. M¸nchen, Michael Page	Bewerbung			06673		3,00		0,00	
1.421	01600	Kasse	28.02.19	975	402 - Einzelkarte HVV, Nahbereich, 2.Kl.	Dermalog			06673		2,30		0,00	
1.445	01600	Kasse	01.03.19	997	435 - Pˆsseldorf Center Hamburg	Dermalog			06673		6,00		0,00	
1.427	01600	Kasse	04.03.19	981	407  - Ganztageskarte HVV, Hamburg AB oder 2 Ringe, 2.Kl.	Dermalog			06673		7,80		0,00	
1.425	01600	Kasse	05.03.19	979	Ganztageskarte HVV, Hamburg AB oder 2 Ringe, 2.Kl.	Dermalog			06673		7,80		0,00	
1.404	01600	Kasse	06.03.19	966	Bolero Hamburg	Dermalog			06642		17,50		0,00	
1.426	01600	Kasse	06.03.19	980	406 - Ganztageskarte HVV, Hamburg AB oder 2 Ringe, 2.Kl.	Dermalog			06673		7,80		0,00	
1.483	01600	Kasse	06.03.19	1017	79 - Restaurant Suzy Wong, Hamburg	Dermalog			06642		23,80		0,00	
1.408	01600	Kasse	08.03.19	970	Mama Trattoria, Hamburg	Dermalog			06642		14,70		0,00	
1.424	01600	Kasse	08.03.19	978	397 - Ganztageskarte HVV, Hamburg AB oder 2 Ringe, 2.Kl.	Dermalog			06673		7,80		0,00	
1.406	01600	Kasse	11.03.19	968	Mama Trattoria, Hamburg	Dermalog			06642		15,00		0,00	
1.417	01600	Kasse	13.03.19	973	Block House Restaurant	Dermalog			06642		21,10		0,00	
1.498	01600	Kasse	13.03.19	973	<Storno> Block House Restaurant	Dermalog			06642		-21,10		0,00	
1.499	01600	Kasse	13.03.19	973	Block House Restaurant	Dermalog			06642		21,10		0,00	
1.407	01600	Kasse	15.03.19	969	Barzahlung 14 mama Trattoria, Hamburg 111 15.03.2019 DEUTSCHLAND HAMBURG  ()	Dermalog			06642		14,00		0,00	
1.361	01600	Kasse	19.03.19	936	Mama Trattoria	Dermalog			06642		14,70		0,00	
1.441	01600	Kasse	21.03.19	993	438 - Stuttgart, Karl-Pfaff-Str, Mercedes	Bewerbung			06673		2,00		0,00	
1.450	01600	Kasse	22.03.19	1002	64 - Mama Trattoria, Hamburg	Dermalog			06642		14,70		0,00	
1.491	01600	Kasse	22.03.19	1002	<Storno> 64 - Mama Trattoria, Hamburg	Dermalog			06642		-14,70		0,00	
1.492	01600	Kasse	22.03.19	1002	64 - Mama Trattoria, Hamburg	Dermalog			06642		14,70		0,00	
1.514	01600	Kasse	24.03.19	1031	272 - KARTE EINZAHLUNG 1 EINZAHLAUTOMAT NR.3803 EINZAHLUNG 24.03.2019 18.29 2003				01460		150,00		0,00	
1.068	01600	Kasse	26.03.19	719	Referenz 00003803622103240319182702Mandat 472863Einreicher-ID DE3813500000020140				01460	300,00			0,00	
1.239	01600	Kasse	23.04.19	866	Serways, Ausser Haus, Gˆttingen Ost, Jˆrg Nieswendt				06642		4,60		0,00	
1.494	01600	Kasse	23.04.19	866	<Storno> Serways, Ausser Haus, Gˆttingen Ost, Jˆrg Nieswendt				06642		-4,60		0,00	
1.495	01600	Kasse	23.04.19	866	Serways, Ausser Haus, Gˆttingen Ost, Jˆrg Nieswendt				06642		4,60		0,00	
1.240	01600	Kasse	26.04.19	867	Coconut und Curry				06642		8,50		0,00	
1.524	01600	Kasse	28.04.19	1035	393 - Campus Prater	M-R 7408			06673		5,00		0,00	
1.401	01600	Kasse	30.04.19	964	Postwertzeichen				06800		0,70		0,00	
1.362	01600	Kasse	06.05.19	937	Post				06800		0,70		0,00	
1.321	01600	Kasse	08.05.19	907	Auto - Parken / Garage	M-R 7408			06673		8,00		0,00	
1.525	01600	Kasse	21.05.19	1036	396 - Apcoa Parking, Prorekrut 	M-R 7408			06673		9,00		0,00	
1.429	01600	Kasse	24.05.19	983	125 - R.K. Betriebe Seehaus	Dermalog			06673		5,50		0,00	
1.263	01600	Kasse	29.05.19	876	PGA 56000108 KRT0000/12.2329.05 18.16 TA-NR. 00263580993 Muenchen Hanauer Str. 6				01460	200,00			0,00	
1.360	01600	Kasse	31.05.19	935	Ristorante Pizzeria Neptun, Padula Gastst‰tten Betriebs GmbH				02102		19,50		0,00	
1.505	01600	Kasse	31.05.19	935	<Storno> Ristorante Pizzeria Neptun, Padula Gastst‰tten Betriebs GmbH				02102		-19,50		0,00	
1.337	01600	Kasse	12.07.19	921	Referenz 00202168002096120719050150Mandat 126077Einreicher-ID DE3813500000020140				01460	100,00			0,00	
1.538	01600	Kasse	15.07.19	1049	1841 - Auszahlung RABO//WATERLAND EN/NL/1 2019-07-15T09:38:34 KFN 1 VJ 2012 Entg				01460	150,00			0,00	
1.539	01600	Kasse	15.07.19	1050	1861 - Barzahlung 15,5 Post NL 1862 15.07.2019 Niederlande VOLENDAM  ()	Dermalog			06800		15,50		0,00	
1.270	01600	Kasse	17.07.19	883	Auszahlung ENNL0022//Volendam/NL/1 2019-07-17T11:02:25 KFN 1 VJ 2012 Entgelt 5,9				01460	220,00			0,00	
1.343	01600	Kasse	08.08.19	923	GA NR00004263 BLZ70040048 1 08.08/19.24UHR MUENCHE 42 EUR 100,00 GEB.EUR 0,00				01460	100,00			0,00	
397	01600	Kasse	26.08.19	366	OLB S-5106/DE52500105175428542179privat				01730	100,00			0,00	
1.344	01600	Kasse	26.08.19	366	<Storno> OLB S-5106/DE52500105175428542179privat				01730	-100,00			0,00	
411	01600	Kasse	27.08.19	380	OLB privat				01740		100,00		0,00	
1.346	01600	Kasse	27.08.19	380	<Storno> OLB privat				01740		-100,00		0,00	
452	01600	Kasse	28.08.19	421	OLB Hamburg//Hamburg/DE 2019.08.27T20.52.58 Folgenr.000 Verfalld.2022.12 E				01740	55,95			0,00	
399	01600	Kasse	02.09.19	368	OLB S-2303/DE52500105175428542179privat				01730	300,00			0,00	
440	01600	Kasse	02.09.19	409	OLB 281 901224//Hamburger Sparkasse/DE2019.08.31T09.53.37 Folgenr.000 Verf				01740	24,75			0,00	
1.290	01600	Kasse	02.09.19	368	<Storno> OLB S-2303/DE52500105175428542179privat				01730	-300,00			0,00	
418	01600	Kasse	03.09.19	387	OLB privat				01740		300,00		0,00	
1.289	01600	Kasse	03.09.19	387	<Storno> OLB privat				01740		-300,00		0,00	
417	01600	Kasse	04.09.19	386	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.03T12.43.41 Folgenr.000 Verf				01740	104,99			0,00	
995	01600	Kasse	04.09.19	386	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.03T12.43.41 Folgenr.000 V				01740	-104,99			0,00	
425	01600	Kasse	09.09.19	394	OLB Deutsche Bank//Hamburg/DE 2019.09.09T00.00.53 Folgenr.000 Verfalld.202				01740	53,95			0,00	
421	01600	Kasse	10.09.19	390	OLB privat				01740		150,00		0,00	
1.192	01600	Kasse	10.09.19	390	<Storno> OLB privat				01740		-150,00		0,00	
428	01600	Kasse	18.09.19	397	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.17T12.40.36 Folgenr.000 Verf				01740	104,99			0,00	
999	01600	Kasse	18.09.19	397	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.17T12.40.36 Folgenr.000 V				01740	-104,99			0,00	
482	01600	Kasse	23.09.19	451	OLB S-0745/DE52500105175428542179privat				01730	40,00			0,00	
1.398	01600	Kasse	23.09.19	451	<Storno> OLB S-0745/DE52500105175428542179privat				01730	-40,00			0,00	
1.400	01600	Kasse	23.09.19	963	privat				01460	40,00			0,00	
427	01600	Kasse	25.09.19	396	OLB privat				01740		40,00		0,00	
429	01600	Kasse	26.09.19	398	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.25T13.39.29 Folgenr.000 Verf				01740	54,99			0,00	
1.001	01600	Kasse	26.09.19	398	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.25T13.39.29 Folgenr.000 V				01740	-54,99			0,00	
431	01600	Kasse	30.09.19	400	OLB Hemelinge2//Bremen/DE 2019.09.27T20.26.29 Folgenr.000 Verfalld.2022.12				01740	104,50			0,00	
1.191	01600	Kasse	30.09.19	825	GA 7120/Lange Reihe 87/Hamburg/DE 2 019-09-30T12:49:37 Folgenr.000 Verf alld.202				01460	100,00			0,00	
140	01600	Kasse	01.10.19	129	GA 7120/Lange Reihe 87/Hamburg/DE 2 019-09-30T12:49:37 Folgenr.000 Verf alld.202				01700	104,99			0,00	
156	01600	Kasse	01.10.19	129	<Storno> GA 7120/Lange Reihe 87/Hamburg/DE 2 019-09-30T12:49:37 Folgenr.000 Verf				01700	-104,99			0,00	
157	01600	Kasse	01.10.19	129	GA 7120/Lange Reihe 87/Hamburg/DE 2 019-09-30T12:49:37 Folgenr.000 Verf alld.202				01740	104,99			0,00	
430	01600	Kasse	01.10.19	399	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 Verf				01740	104,99			0,00	
490	01600	Kasse	01.10.19	129	<Storno> GA 7120/Lange Reihe 87/Hamburg/DE 2 019-09-30T12:49:37 Folgenr.000 Verf				01740	-104,99			0,00	
491	01600	Kasse	01.10.19	399	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 V				01740	-104,99			0,00	
492	01600	Kasse	01.10.19	399	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 Verf				01740	100,00			0,00	
624	01600	Kasse	01.10.19	399	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 V				01740	-100,00			0,00	
625	01600	Kasse	01.10.19	399	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 Verf				01740	100,00			0,00	
627	01600	Kasse	01.10.19	399	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 V				01740	-100,00			0,00	
628	01600	Kasse	01.10.19	399	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 Verf				01740	100,00			0,00	
802	01600	Kasse	01.10.19	512	OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 Verf				01740	104,99			0,00	
1.003	01600	Kasse	01.10.19	399	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 V				01740	-100,00			0,00	
1.004	01600	Kasse	01.10.19	512	<Storno> OLB GA 7120/Lange Reihe 87/Hamburg/DE 2019.09.30T12.49.37 Folgenr.000 V				01740	-104,99			0,00	
96	01600	Kasse	04.10.19	88	Star Tankstelle	M-R 7408	Lagardere		06530		40,53		0,00	
89	01600	Kasse	14.10.19	81	GA NR00003959 BLZ20040000 1 11.10/21.06UHR HH-MITT 82 EUR 100,00 GEB.EUR 0,00				01700	100,00			0,00	
233	01600	Kasse	14.10.19	204	OLB 1 11.10/21.06UHR HH-MITT 82				01700	100,00			0,00	
516	01600	Kasse	14.10.19	81	<Storno> GA NR00003959 BLZ20040000 1 11.10/21.06UHR HH-MITT 82 EUR 100,00 GEB.EU				01700	-100,00			0,00	
843	01600	Kasse	14.10.19	550	OLB GA NR00003959 BLZ20040000 1 11.10/21.06UHR HH-MITT 82EUR 100,00 GEB.EU				01700	100,00			0,00	
1.283	01600	Kasse	14.10.19	204	<Storno> OLB 1 11.10/21.06UHR HH-MITT 82				01700	-100,00			0,00	
1.286	01600	Kasse	14.10.19	550	<Storno> OLB GA NR00003959 BLZ20040000 1 11.10/21.06UHR HH-MITT 82EUR 100,00 GEB				01700	-100,00			0,00	
1.276	01600	Kasse	24.10.19	885	Auszahlung mit Kundenentgelt - StrandPauli/Hafenstrasse 89/Hamburg 2019-10-24T18				01460	100,00			0,00	
118	01600	Kasse	25.10.19	110	Auszahlung mit Kundenentgelt - StrandPauli/Hafenstrasse 89/Hamburg 2019-10-24T18				01700	104,99			0,00	
