Buchungsnummer	Kontonummer	Kontobezeichnung	Belegdatum	Belegnummer	Buchungstext	Kostenträger 	Kostenstelle 	Gegenkonto	Sollbetrag EUR	Habenbetrag EUR	USt-Konto	USt-%	SPLIT
73	01700	Bank Girokonto Coba	30.01.20	71	OLB 280112421069920201232440230 ELV65315801 28.01 12.42 ME1			02118		11,99		0,00	
80	01700	Bank Girokonto Coba	30.01.20	78	OLB FRISEUR BLATTER GIR 69198119//MUENC2020-01-29T17:50:12 KFN 1 VJ 2012 K			02100		38,00		0,00	
72	01700	Bank Girokonto Coba	31.01.20	70	OLB Kd.Nr. 001910905173 VK1018840053 Rg.Nr. 003584002040 vom 17.01.20 Voda		Festnetz - Vodafone	06805		38,98		0,00	
77	01700	Bank Girokonto Coba	31.01.20	75	OLB AKTO:43040036 393191200EURABZR: 01.01.2020-31.01.2020SPES: 0,8 SSALD:			06855		0,80		0,00	
79	01700	Bank Girokonto Coba	31.01.20	77	OLB DARC Beitrag 2020 3170656 - Anne Richter			02110		99,00		0,00	
81	01700	Bank Girokonto Coba	31.01.20	79	OLB 4442.1496.4672 Immobilien Scout GmbH ImmobilienScout24 PREMIUM-Mitglie		Wohnungssuche	06430		29,95		0,00	
82	01700	Bank Girokonto Coba	31.01.20	80	OLB Re-Nr. 0642282830 - 02034 Lexware buchhaltung premium - Rechnung vom 0	Haufe Lexware		06837		62,00		0,00	
443	01700	Bank Girokonto Coba	31.01.20	79	<Storno> OLB 4442.1496.4672 Immobilien Scout GmbH ImmobilienScout24 PREMIUM-Mitg		Wohnungssuche	06430		-29,95		0,00	
446	01700	Bank Girokonto Coba	31.01.20	329	OLB 4442.1496.4672 Immobilien Scout GmbH ImmobilienScout24 PREMIUM-Mitglie		Wohnungssuche	06430		29,95		0,00	
124	01700	Bank Girokonto Coba	03.02.20	109	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-01-31T16:45:23 KFN 1 VJ 2012 Kartenz			02102		3,95		0,00	
125	01700	Bank Girokonto Coba	03.02.20	110	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-01-31T19:25:15 KFN 1 VJ 2012 Kartenz			02102		3,95		0,00	
126	01700	Bank Girokonto Coba	03.02.20	111	OLB ALDI GMBH + CO. KG//MUENCHEN/DE 2020-01-31T11:47:15 KFN 1 VJ 2012 Kart			02112		3,97		0,00	
127	01700	Bank Girokonto Coba	03.02.20	112	OLB Vertrag 54843926. IhreGeraeteversicherung. Mehr Info unter my.wertgara			02109		8,00		0,00	
128	01700	Bank Girokonto Coba	03.02.20	113	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-02T18:37:36 KFN 1 VJ 2012 Ka			02102		21,10		0,00	
129	01700	Bank Girokonto Coba	03.02.20	114	OLB PADULA GASTSTAETTENBETRIEB//MUENCHE2020-02-01T19:43:25 KFN 1 VJ 2012 K			02102		23,50		0,00	
130	01700	Bank Girokonto Coba	03.02.20	115	OLB 0589565758081 Anne Richter, 14.01.2020 1140 13355 Berlin Gleimstr. 62			02107		25,00		0,00	
135	01700	Bank Girokonto Coba	03.02.20	120	OLB C1T16RTWAFTKV74von Admin, Anne Richter, Forderungsausgleich		freelance - wissens	06810		182,81		0,00	
131	01700	Bank Girokonto Coba	04.02.20	116	OLB TOS-GASTRO GMBH//MUENCHEN/DE 2020-02-03T17:48:06 KFN 1 VJ 2012 Kartenz			02102		4,45		0,00	
165	01700	Bank Girokonto Coba	05.02.20	134	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-04T14:49:03 KFN 1 VJ 2012 K	M-R 7408		06673		18,00		0,00	
166	01700	Bank Girokonto Coba	05.02.20	135	OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-03T20:16:26 KFN 1 VJ 2012 Kartenzahl	M-R 7408		06673		4,40		0,00	
167	01700	Bank Girokonto Coba	05.02.20	136	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-04T14:36:13 KFN 1 VJ 2012 Ka			02102		24,80		0,00	
168	01700	Bank Girokonto Coba	05.02.20	137	OLB AGIP ASCHHEIM, EICHENDORFFSTR.20//A2020-02-04T18:40:27 KFN 1 VJ 2012 K	M-R 7408		06530		56,04		0,00	
169	01700	Bank Girokonto Coba	05.02.20	138	OLB Auszahlung HypoVereinsbank//Kirchheim/DE 2020-02-03T20:36:01 KFN 1 VJ			01460		150,00		0,00	
435	01700	Bank Girokonto Coba	05.02.20	135	<Storno> OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-03T20:16:26 KFN 1 VJ 2012 Kartenz	M-R 7408		06673		-4,40		0,00	
437	01700	Bank Girokonto Coba	05.02.20	325	OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-03T20:16:26 KFN 1 VJ 2012 Kartenzahl	M-R 7408		06673		4,40		0,00	
441	01700	Bank Girokonto Coba	05.02.20	134	<Storno> OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-04T14:49:03 KFN 1 VJ 201	M-R 7408		06673		-18,00		0,00	
447	01700	Bank Girokonto Coba	05.02.20	330	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-04T14:49:03 KFN 1 VJ 2012 K	M-R 7408		06673		18,00		0,00	
170	01700	Bank Girokonto Coba	06.02.20	139	OLB PADULA GASTSTAETTENBETRIEB//MUENCHE2020-02-04T19:49:45 KFN 1 VJ 2012 K			02102		27,70		0,00	
171	01700	Bank Girokonto Coba	07.02.20	140	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-06T21:55:26 KFN 1 VJ 2012 K	M-R 7408		06673		20,00		0,00	
439	01700	Bank Girokonto Coba	07.02.20	140	<Storno> OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-06T21:55:26 KFN 1 VJ 201	M-R 7408		06673		-20,00		0,00	
440	01700	Bank Girokonto Coba	07.02.20	327	OLB PARKGARAGE RIEGER CITY//Muenchen/DE2020-02-06T21:55:26 KFN 1 VJ 2012 K	M-R 7408		06673		20,00		0,00	
172	01700	Bank Girokonto Coba	10.02.20	141	OLB TOTAL Service Station//AUE/DE 2020-02-08T22:06:25 KFN 1 VJ 2012 Karten	M-R 7408		06673		11,02		0,00	
173	01700	Bank Girokonto Coba	10.02.20	142	OLB Chocolaterie Beluga 1//Munchen/DE/02020-02-06T13:35:56 KFN 1 VJ 2012 K			02102		16,90		0,00	
174	01700	Bank Girokonto Coba	10.02.20	143	OLB MAX RISCHARTS BACKHAUSKG GIR 692642020-02-06T17:40:49 KFN 1 VJ 2012 Ka			02102		17,80		0,00	
175	01700	Bank Girokonto Coba	10.02.20	144	OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012 Ka	M-R 7408		06673		55,57		0,00	
399	01700	Bank Girokonto Coba	10.02.20	141	<Storno> OLB TOTAL Service Station//AUE/DE 2020-02-08T22:06:25 KFN 1 VJ 2012 Kar	M-R 7408		06673		-11,02		0,00	
400	01700	Bank Girokonto Coba	10.02.20	308	OLB TOTAL Service Station//AUE/DE 2020-02-08T22:06:25 KFN 1 VJ 2012 Karten	M-R 7408		06530		11,02		0,00	
405	01700	Bank Girokonto Coba	10.02.20	144	<Storno> OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012	M-R 7408		06673		-55,57		0,00	
406	01700	Bank Girokonto Coba	10.02.20	311	OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012 Ka	M-R 7408		06673		55,57		0,00	
411	01700	Bank Girokonto Coba	10.02.20	311	<Storno> OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012	M-R 7408		06673		-55,57		0,00	
412	01700	Bank Girokonto Coba	10.02.20	314	OLB OIL TANKSTELLEN GMBH COKG sagt Dank2020-02-08T21:41:29 KFN1 VJ 2012 Ka	M-R 7408		06530		55,57		0,00	
176	01700	Bank Girokonto Coba	11.02.20	145	OLB EDEKA UHLIG MUENCHEN-RIEM//MUENCHEN2020-02-10T18:35:09 KFN 1 VJ 2012 K			02112		9,76		0,00	
177	01700	Bank Girokonto Coba	11.02.20	146	OLB XXXS072XXX SATURN E//MUENCHEN/DE 2020-02-10T18:48:18 KFN 1 VJ 2012 Kar	USB-Stick		06845		9,99		0,00	
178	01700	Bank Girokonto Coba	11.02.20	147	OLB MONSALVY GIR 79975050//ASCHHEIM/DE 2020-02-10T18:00:02 KFN 1 VJ 2012 K			02102		12,35		0,00	
179	01700	Bank Girokonto Coba	11.02.20	148	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 2012 K			02105		122,40		0,00	
218	01700	Bank Girokonto Coba	11.02.20	187	OLB PP.2280.PP . KV GMBH, Ihr Einkauf bei KV GMBH	KV		06810		11,73		0,00	
257	01700	Bank Girokonto Coba	11.02.20	148	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 201			02105		-122,40		0,00	
258	01700	Bank Girokonto Coba	11.02.20	218	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 2012 K			06680		122,40		0,00	
423	01700	Bank Girokonto Coba	11.02.20	218	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 201			06680		-122,40		0,00	
424	01700	Bank Girokonto Coba	11.02.20	320	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 2012 K			div.		122,40		0,00	
426	01700	Bank Girokonto Coba	11.02.20	320	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 201			div.		-122,40		0,00	
428	01700	Bank Girokonto Coba	11.02.20	321	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T01:11:34 KFN 1 VJ 2012 K			div.		122,40		0,00	
180	01700	Bank Girokonto Coba	12.02.20	149	OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-10T20:40:15 KFN 1 VJ 2012 Kartenzahl	M-R 7408		06673		4,40		0,00	
181	01700	Bank Girokonto Coba	12.02.20	150	OLB Kartenzahlung ARAL Frankfurt Forsthausstrase 50//2020-02-11T00:42:27 K	M-R 7408		06530		39,62		0,00	
182	01700	Bank Girokonto Coba	12.02.20	151	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T11:16:21 KFN 1 VJ 2012 K			02105		149,00		0,00	
311	01700	Bank Girokonto Coba	12.02.20	151	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T11:16:21 KFN 1 VJ 201			02105		-149,00		0,00	
312	01700	Bank Girokonto Coba	12.02.20	267	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-11T11:16:21 KFN 1 VJ 2012 K			div.		149,00		0,00	
436	01700	Bank Girokonto Coba	12.02.20	149	<Storno> OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-10T20:40:15 KFN 1 VJ 2012 Kartenz	M-R 7408		06673		-4,40		0,00	
438	01700	Bank Girokonto Coba	12.02.20	326	OLB RIEM ARCADEN//MUENCHEN/DE 2020-02-10T20:40:15 KFN 1 VJ 2012 Kartenzahl	M-R 7408		06673		4,40		0,00	
183	01700	Bank Girokonto Coba	13.02.20	152	OLB 01665 MCDONALDS//FRANKFURT MAIN/DE 2020-02-12T20:03:01KFN 1 VJ 2012 Ka			02102		2,69		0,00	
184	01700	Bank Girokonto Coba	13.02.20	153	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 2012 K			02105		15,00		0,00	
185	01700	Bank Girokonto Coba	13.02.20	154	OLB Kd-Nr.: 17337791, Rg-Nr.: 1452094932/6, Ihre Tarifrechnung		Handy - Telefonica	06805		15,99		0,00	
186	01700	Bank Girokonto Coba	13.02.20	155	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T22:5			02102		22,20		0,00	
187	01700	Bank Girokonto Coba	13.02.20	156	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T15:1			02102		25,70		0,00	
313	01700	Bank Girokonto Coba	13.02.20	153	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 201			02105		-15,00		0,00	
314	01700	Bank Girokonto Coba	13.02.20	153	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 2012 K	M-R 7408		06673		15,00		0,00	
315	01700	Bank Girokonto Coba	13.02.20	153	<Storno> OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 201	M-R 7408		06673		-15,00		0,00	
316	01700	Bank Girokonto Coba	13.02.20	268	OLB H4 HOTEL FRANKFURT MESSE GIR 6927592020-02-12T11:14:32 KFN 1 VJ 2012 K	M-R 7408	Lagardere	06673		15,00		0,00	
387	01700	Bank Girokonto Coba	13.02.20	152	<Storno> OLB 01665 MCDONALDS//FRANKFURT MAIN/DE 2020-02-12T20:03:01KFN 1 VJ 2012			02102		-2,69		0,00	
388	01700	Bank Girokonto Coba	13.02.20	302	OLB 01665 MCDONALDS//FRANKFURT MAIN/DE 2020-02-12T20:03:01KFN 1 VJ 2012 Ka			06642		2,69		0,00	
389	01700	Bank Girokonto Coba	13.02.20	155	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T2			02102		-22,20		0,00	
390	01700	Bank Girokonto Coba	13.02.20	303	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T22:5			06642		22,20		0,00	
391	01700	Bank Girokonto Coba	13.02.20	156	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T1			02102		-25,70		0,00	
392	01700	Bank Girokonto Coba	13.02.20	304	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-11T15:1			06642		25,70		0,00	
188	01700	Bank Girokonto Coba	14.02.20	157	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T23:3			02102		7,90		0,00	
189	01700	Bank Girokonto Coba	14.02.20	158	OLB DANKE RISTORANT Aschheim, Erdinger 2020-02-09T20:20:31 KFN 1 VJ 2012 K			02102		22,10		0,00	
190	01700	Bank Girokonto Coba	14.02.20	159	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T19:0			02102		41,00		0,00	
191	01700	Bank Girokonto Coba	14.02.20	160	OLB ERSTATT.146/162/80393 UMS.ST JAN.20 204,16 EUR			03820	204,16			0,00	
217	01700	Bank Girokonto Coba	14.02.20	186	OLB ELV61477783 12.02 12.03 ME1			02114		40,15		0,00	
393	01700	Bank Girokonto Coba	14.02.20	157	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T2			02102		-7,90		0,00	
394	01700	Bank Girokonto Coba	14.02.20	305	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T23:3			06642		7,90		0,00	
395	01700	Bank Girokonto Coba	14.02.20	159	<Storno> OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T1			02102		-41,00		0,00	
396	01700	Bank Girokonto Coba	14.02.20	306	OLB ALEX FRANKFURT 1550 ALEX Skyline Plaza Frankfurt//Frank2020-02-12T19:0			06642		41,00		0,00	
192	01700	Bank Girokonto Coba	17.02.20	161	OLB LAPIZZAE.ROSSINI GMBH+COKG GIR 69262020-02-10T19:09:07 KFN1 VJ 2012 Ka			02102		7,75		0,00	
193	01700	Bank Girokonto Coba	17.02.20	162	OLB CCV.KAANDORP//ROTTERDAM/NL/1 2020-02-14T21:08:27 KFN 1 VJ 2012 Kartenz			02105		21,00		0,00	
194	01700	Bank Girokonto Coba	17.02.20	163	OLB Grand Cafe Prachtig//ROTTERDAM/NL/12020-02-14T16:09:42 KFN 1 VJ 2012 K			02105		27,05		0,00	
195	01700	Bank Girokonto Coba	17.02.20	164	OLB CCV.FIRMA PICKLES ROTT//ROTTERDAM/N2020-02-13T19:58:35 KFN 1 VJ 2012 K			02105		30,15		0,00	
196	01700	Bank Girokonto Coba	17.02.20	165	OLB Harvest Coffee Brewers//ROTTERDAM/N2020-02-13T13:38:27 KFN 1 VJ 2012 K			02105		33,00		0,00	
197	01700	Bank Girokonto Coba	17.02.20	166	OLB SHELL 1272 / Greding /DE 2020-02-16T06:59:51 KFN1 VJ 2012 Kartenzahlun	M-R 7408		06530		67,38		0,00	
198	01700	Bank Girokonto Coba	17.02.20	167	OLB GA NR00004263 BLZ70040048 1 17.02/00.58UHR MUENCHE 42EUR 100,00 GEB.EU			01460		100,00		0,00	
199	01700	Bank Girokonto Coba	17.02.20	168	OLB TK-BuchNr 06004566333 Monat 01/20 T250488046 Beitraege			02109		191,10		0,00	
215	01700	Bank Girokonto Coba	17.02.20	184	OLB 1160372 / BUCHUNG 46848999 1004-0001692646 BIS 02.2020	PLAN		06392		28,00		0,00	
296	01700	Bank Girokonto Coba	17.02.20	165	<Storno> OLB Harvest Coffee Brewers//ROTTERDAM/N2020-02-13T13:38:27 KFN 1 VJ 201			02105		-33,00		0,00	
297	01700	Bank Girokonto Coba	17.02.20	255	OLB Harvest Coffee Brewers//ROTTERDAM/N2020-02-13T13:38:27 KFN 1 VJ 2012 K			06642		33,00		0,00	
375	01700	Bank Girokonto Coba	17.02.20	162	<Storno> OLB CCV.KAANDORP//ROTTERDAM/NL/1 2020-02-14T21:08:27 KFN 1 VJ 2012 Kart			02105		-21,00		0,00	
376	01700	Bank Girokonto Coba	17.02.20	298	OLB CCV.KAANDORP//ROTTERDAM/NL/1 2020-02-14T21:08:27 KFN 1 VJ 2012 Kartenz			06642		21,00		0,00	
377	01700	Bank Girokonto Coba	17.02.20	163	<Storno> OLB Grand Cafe Prachtig//ROTTERDAM/NL/12020-02-14T16:09:42 KFN 1 VJ 201			02105		-27,05		0,00	
378	01700	Bank Girokonto Coba	17.02.20	299	OLB Grand Cafe Prachtig//ROTTERDAM/NL/12020-02-14T16:09:42 KFN 1 VJ 2012 K			06642		27,05		0,00	
381	01700	Bank Girokonto Coba	17.02.20	164	<Storno> OLB CCV.FIRMA PICKLES ROTT//ROTTERDAM/N2020-02-13T19:58:35 KFN 1 VJ 201			02105		-30,15		0,00	
382	01700	Bank Girokonto Coba	17.02.20	300	OLB CCV.FIRMA PICKLES ROTT//ROTTERDAM/N2020-02-13T19:58:35 KFN 1 VJ 2012 K			06642		30,15		0,00	
200	01700	Bank Girokonto Coba	18.02.20	169	OLB Happy Italy KPNToren//ROTTERDAM/NL/2020-02-15T14:49:30 KFN 1 VJ 2012 K			02102		11,45		0,00	
201	01700	Bank Girokonto Coba	18.02.20	170	OLB CAFE WIENER PLATZ GIR 69173176//MUE2020-02-17T00:39:43 KFN 1 VJ 2012 K			02102		11,90		0,00	
202	01700	Bank Girokonto Coba	18.02.20	171	OLB 0588438529298 - Berlin- 11.01.2020 02:24 Uhr - 13503 Bln Rd A111 LG AS			02107		15,00		0,00	
203	01700	Bank Girokonto Coba	18.02.20	172	OLB World Port Center//ROTTERDAM/NL/1 2020-02-15T15:11:34 KFN 1 VJ 2012 Ka			02105		15,80		0,00	
204	01700	Bank Girokonto Coba	18.02.20	173	OLB CAFE WIENER PLATZ GIR 69031706//MUE2020-02-16T20:08:10 KFN 1 VJ 2012 K			02102		24,40		0,00	
205	01700	Bank Girokonto Coba	18.02.20	174	OLB SHELL MAASBOULEVARD//ROTTERDAM/NL/12020-02-15T15:30:16 KFN 1 VJ 2012 K	M-R 7408		06530		63,97		0,00	
383	01700	Bank Girokonto Coba	18.02.20	169	<Storno> OLB Happy Italy KPNToren//ROTTERDAM/NL/2020-02-15T14:49:30 KFN 1 VJ 201			02102		-11,45		0,00	
384	01700	Bank Girokonto Coba	18.02.20	301	OLB Happy Italy KPNToren//ROTTERDAM/NL/2020-02-15T14:49:30 KFN 1 VJ 2012 K			06642		11,45		0,00	
206	01700	Bank Girokonto Coba	19.02.20	175	OLB Kartenzahlung ARAL Holzkirchen A8 Schmiedstrase 2020-02-18T07:54:21 KF	M-R 7408		06530		9,40		0,00	
207	01700	Bank Girokonto Coba	19.02.20	176	OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-16T02:20:18 KFN 1 VJ 2012 K	M-R 7408		06673		15,00		0,00	
208	01700	Bank Girokonto Coba	19.02.20	177	OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-13T00:24:48 KFN 1 VJ 2012 K	M-R 7408		06673		27,00		0,00	
401	01700	Bank Girokonto Coba	19.02.20	176	<Storno> OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-16T02:20:18 KFN 1 VJ 201	M-R 7408		06673		-15,00		0,00	
402	01700	Bank Girokonto Coba	19.02.20	309	OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-16T02:20:18 KFN 1 VJ 2012 K	M-R 7408		06673		15,00		0,00	
403	01700	Bank Girokonto Coba	19.02.20	177	<Storno> OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-13T00:24:48 KFN 1 VJ 201	M-R 7408		06673		-27,00		0,00	
404	01700	Bank Girokonto Coba	19.02.20	310	OLB POLLUX GRUNDSTUECKSGESELLS//HAMBURG2020-02-13T00:24:48 KFN 1 VJ 2012 K	M-R 7408		06673		27,00		0,00	
209	01700	Bank Girokonto Coba	20.02.20	178	OLB Manner//Salzburg/AT/1 2020-02-18T13:31:07 KFN 1 VJ 2012 Kartenzahlung			02105		9,70		0,00	
210	01700	Bank Girokonto Coba	20.02.20	179	OLB CAFE GLOCKENSPIEL//SALZBURG/AT/1 2020-02-18T18:58:15 KFN 1 Kartenzahlu			02105		29,70		0,00	
216	01700	Bank Girokonto Coba	20.02.20	185	OLB 10179360 M-R7408 17 0220			00520		60,00		0,00	
407	01700	Bank Girokonto Coba	20.02.20	178	<Storno> OLB Manner//Salzburg/AT/1 2020-02-18T13:31:07 KFN 1 VJ 2012 Kartenzahlu			02105		-9,70		0,00	
408	01700	Bank Girokonto Coba	20.02.20	179	<Storno> OLB CAFE GLOCKENSPIEL//SALZBURG/AT/1 2020-02-18T18:58:15 KFN 1 Kartenza			02105		-29,70		0,00	
409	01700	Bank Girokonto Coba	20.02.20	312	OLB Manner//Salzburg/AT/1 2020-02-18T13:31:07 KFN 1 VJ 2012 Kartenzahlung			06642		9,70		0,00	
410	01700	Bank Girokonto Coba	20.02.20	313	OLB CAFE GLOCKENSPIEL//SALZBURG/AT/1 2020-02-18T18:58:15 KFN 1 Kartenzahlu			06642		29,70		0,00	
211	01700	Bank Girokonto Coba	21.02.20	180	OLB Naschmarkt//Wien/AT/1 2020-02-19T15:29:24 KFN 1 VJ 2012 Kartenzahlung			02105		19,00		0,00	
212	01700	Bank Girokonto Coba	21.02.20	181	OLB Drechsler//Wien/AT/1 2020 02-19T19:50:39 KFN 1 VJ 2012 Kartenzahlung			02105		20,10		0,00	
213	01700	Bank Girokonto Coba	21.02.20	182	OLB Ibis Wien City//Wien/AT/1 2020-02-19T10:39:42 KFN 1 VJ 2012 Kartenzahl			02105		78,00		0,00	
214	01700	Bank Girokonto Coba	21.02.20	183	OLB Ibis Wien City//Wien/AT/1 2020-02-18T23:46:24 KFN 1 VJ 2012 Kartenzahl			02105		91,00		0,00	
333	01700	Bank Girokonto Coba	21.02.20	180	<Storno> OLB Naschmarkt//Wien/AT/1 2020-02-19T15:29:24 KFN 1 VJ 2012 Kartenzahlu			02105		-19,00		0,00	
334	01700	Bank Girokonto Coba	21.02.20	277	OLB Naschmarkt//Wien/AT/1 2020-02-19T15:29:24 KFN 1 VJ 2012 Kartenzahlung			06642		19,00		0,00	
335	01700	Bank Girokonto Coba	21.02.20	181	<Storno> OLB Drechsler//Wien/AT/1 2020 02-19T19:50:39 KFN 1 VJ 2012 Kartenzahlun			02105		-20,10		0,00	
336	01700	Bank Girokonto Coba	21.02.20	278	OLB Drechsler//Wien/AT/1 2020 02-19T19:50:39 KFN 1 VJ 2012 Kartenzahlung			06642		20,10		0,00	
415	01700	Bank Girokonto Coba	21.02.20	182	<Storno> OLB Ibis Wien City//Wien/AT/1 2020-02-19T10:39:42 KFN 1 VJ 2012 Kartenz			02105		-78,00		0,00	
416	01700	Bank Girokonto Coba	21.02.20	316	OLB Ibis Wien City//Wien/AT/1 2020-02-19T10:39:42 KFN 1 VJ 2012 Kartenzahl			div.		78,00		0,00	
417	01700	Bank Girokonto Coba	21.02.20	183	<Storno> OLB Ibis Wien City//Wien/AT/1 2020-02-18T23:46:24 KFN 1 VJ 2012 Kartenz			02105		-91,00		0,00	
418	01700	Bank Girokonto Coba	21.02.20	317	OLB Ibis Wien City//Wien/AT/1 2020-02-18T23:46:24 KFN 1 VJ 2012 Kartenzahl			div.		91,00		0,00	
239	01700	Bank Girokonto Coba	24.02.20	201	OLB Drechsler//Wien/AT/1 2020 02-20T20:44:43 KFN 1 VJ 2012 Kartenzahlung			02102		7,80		0,00	
240	01700	Bank Girokonto Coba	24.02.20	202	OLB Ibis Wien City//Wien/AT/1 2020-02-20T10:28:01 KFN 1 VJ 2012 Kartenzahl			02105		325,00		0,00	
246	01700	Bank Girokonto Coba	24.02.20	208	OLB Orient Occident//Wien/AT/1 2020-02-20T14:35:16 KFN 1 VJ 2012 Kartenzah			02102		18,50		0,00	
247	01700	Bank Girokonto Coba	24.02.20	209	OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Kartenzah			02102		8,40		0,00	
248	01700	Bank Girokonto Coba	24.02.20	210	OLB Orient Occident//Wien/AT/1 2020-02-21T18:34:02 KFN 1 VJ 2012 Kartenzah			02102		28,30		0,00	
337	01700	Bank Girokonto Coba	24.02.20	201	<Storno> OLB Drechsler//Wien/AT/1 2020 02-20T20:44:43 KFN 1 VJ 2012 Kartenzahlun			02102		-7,80		0,00	
338	01700	Bank Girokonto Coba	24.02.20	279	OLB Drechsler//Wien/AT/1 2020 02-20T20:44:43 KFN 1 VJ 2012 Kartenzahlung			06642		7,80		0,00	
339	01700	Bank Girokonto Coba	24.02.20	208	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-20T14:35:16 KFN 1 VJ 2012 Karten			02102		-18,50		0,00	
340	01700	Bank Girokonto Coba	24.02.20	280	OLB Orient Occident//Wien/AT/1 2020-02-20T14:35:16 KFN 1 VJ 2012 Kartenzah			06642		18,50		0,00	
341	01700	Bank Girokonto Coba	24.02.20	209	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Karten			02102		-8,40		0,00	
342	01700	Bank Girokonto Coba	24.02.20	281	OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Kartenzah	M-R 7408		06673		8,40		0,00	
343	01700	Bank Girokonto Coba	24.02.20	210	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-21T18:34:02 KFN 1 VJ 2012 Karten			02102		-28,30		0,00	
344	01700	Bank Girokonto Coba	24.02.20	282	OLB Orient Occident//Wien/AT/1 2020-02-21T18:34:02 KFN 1 VJ 2012 Kartenzah			06642		28,30		0,00	
345	01700	Bank Girokonto Coba	24.02.20	281	<Storno> OLB Orient Occident//Wien/AT/1 2020-02-20T16:51:24 KFN 1 VJ 2012 Karten	M-R 7408		06673		-8,40		0,00	
